0,EURUSD,GBPUSD,USDJPY,AUDUSD,NZDUSD,USDCAD,USDCHF,USDNOK,USDSEK
2019-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 00:01:00,9.185266838478146e-05,8.141068438316523e-05,-2.7713497861014957e-05,4.451269725419538e-05,3.2045119531087796e-05,0.0,-2.001541186771481e-05,-6.585070330933362e-05,-4.770897929562423e-05
2019-10-01 00:02:00,0.0001469467228932403,3.2562418088077916e-05,-7.390641603421955e-05,4.451071596217604e-05,3.204409267409947e-05,-0.00010567712628423154,-9.007431136787429e-05,-9.878418626874108e-05,-0.0001309576201697915
2019-10-01 00:03:00,2.7550106758394977e-05,5.698168040518814e-05,-9.238686074830582e-06,0.0001335202618981679,0.00011214623881283803,-1.5097644013029043e-05,1.0008657488765733e-05,0.0,3.14720013427916e-05
2019-10-01 00:04:00,1.8366316176562925e-05,0.0,1.847728679660321e-05,7.417022069039492e-05,0.0001281517318256209,0.0,-3.002627299098458e-05,0.0,2.030417687315378e-06
2019-10-01 00:05:00,-6.428358245437471e-05,-7.32627569102473e-05,0.00018475409282814326,0.00011866091175161131,3.203536704798893e-05,7.548850498861892e-06,1.0008857839336827e-05,1.097650260106775e-05,5.989546720019945e-05
2019-10-01 00:06:00,-9.183706268456326e-06,1.6281076505059167e-05,-7.389754109254909e-05,-0.00020766583674963757,-0.00016018709887360982,5.2840357967820495e-05,0.0,2.1952643757483514e-05,1.0151418559090075e-05
2019-10-01 00:07:00,1.836732819723852e-05,-8.140505118242602e-06,-4.618873642314725e-05,1.4834704307631341e-05,8.009675692510765e-05,-7.548451623762276e-06,-1.0008857839336827e-05,-2.1952643757483514e-05,-3.553041581616512e-05
2019-10-01 00:08:00,5.509996052559252e-05,4.8842036722590576e-05,-1.8476091937280614e-05,0.00019283113244200623,0.00011212468276461385,-0.00010568430597895917,-1.0008958017574711e-05,-1.5367137377264584e-05,-3.4516469943124406e-05
2019-10-01 00:09:00,0.0,1.6280148800840166e-05,-5.543032409693893e-05,-5.932869582436773e-05,-3.203434081611167e-05,1.5098441841165933e-05,-5.004629283129945e-05,-6.585988309826263e-06,-1.5228233144704006e-05
2019-10-01 00:10:00,2.7548841802491064e-05,6.51179449007444e-05,5.543032409693893e-05,0.00016314544452539215,4.805112640765552e-05,-1.5098441841165933e-05,6.0055250848874164e-05,-8.781385219869264e-06,-3.451818702693288e-05
2019-10-01 00:11:00,-9.18286294129822e-06,-5.697796989037607e-05,5.542725174567664e-05,-1.4830304244040082e-05,3.203280159164157e-05,0.0,0.0,1.975800830589236e-05,7.106782967891689e-06
2019-10-01 00:12:00,0.0,6.511741486170397e-05,-9.238045975035192e-05,0.00014829314616249256,0.00014413491052556182,0.0,-6.0055250848874164e-05,-0.00010977165311754078,-6.09152516606315e-06
2019-10-01 00:13:00,-9.182947266844765e-06,0.0,4.619129664362731e-05,5.9311101572923075e-05,4.8040353906486644e-05,-1.5098669807422915e-05,3.0028076253525823e-05,-3.842292553768445e-05,1.4213500999282758e-05
2019-10-01 00:14:00,9.182947266844765e-06,-6.511741486170397e-05,6.46642310035972e-05,0.0,1.6012938454712522e-05,1.5098669807422915e-05,-2.0018617314679528e-05,-3.7326541370674704e-05,2.030483650550252e-06
2019-10-01 00:15:00,-1.8365978861192844e-05,0.0,-7.390231964254923e-05,-1.4827445602050293e-05,-0.00014412567784038988,0.0,0.0,9.880690660324376e-06,-3.045727022588096e-06
