0,EURUSD,GBPUSD,USDJPY,AUDUSD,NZDUSD,USDCAD,USDCHF,USDNOK,USDSEK
2019-10-01 00:26:00,9.18210407907516e-06,2.441793741803089e-05,1.8472337674602102e-05,7.410316646222492e-05,0.00012806351968064345,-0.0001812387674683391,0.0,0.00012083968214104956,9.646232062321403e-05
2019-10-01 00:27:00,-4.591136352954939e-05,-0.00016279751281353394,5.541496574945626e-05,4.4459264206431204e-05,0.0001440518589181372,0.0,1.0009458938846296e-05,0.0001757407477018802,-1.8276356791524506e-05
2019-10-01 00:28:00,-9.182525653600448e-06,8.140505118242602e-06,7.388184449386159e-05,-4.4459264206431204e-05,4.801267535564646e-05,5.2864700363863815e-05,9.008062221766712e-05,2.1965422033698445e-05,2.233772405091372e-05
2019-10-01 00:29:00,0.0,3.256135781171121e-05,-9.2349320537366e-06,-0.0006967866558184599,-0.00024008643226841597,1.5103686810125083e-05,0.0,-0.00029986967427442224,-1.1168799653571426e-05
2019-10-01 00:30:00,-4.591389309306637e-05,-4.884243431677038e-05,-7.388252681561625e-05,-0.0005191992580826366,-0.00014407953215089808,-0.0006345513406300074,-0.0002202114038368318,-0.00042524412345246176,-0.0003503574951664312
2019-10-01 00:31:00,9.182567819714105e-05,0.0004069474117332772,-9.235699674370323e-06,0.0020455664307832966,0.0009601383336693692,0.00035509620080209636,1.0010661354491537e-05,0.00021978698334113034,0.0002691261085323582
2019-10-01 00:32:00,-7.345986798899806e-05,-0.00018717524133110564,-3.694365169959468e-05,-0.001259455340990534,-0.00039994561272854723,0.0002190390238107076,1.0010561142153977e-05,8.790126935132037e-05,-8.123501594958782e-06
2019-10-01 00:33:00,0.000101005927297379,8.1387825196233e-06,-1.8472337674602102e-05,2.9652473018282333e-05,-0.00028805991845459733,7.552214120298828e-06,-6.0064870077782906e-05,0.00010547132508120782,-3.0463718728501732e-05
2019-10-01 00:34:00,7.345244875410495e-05,6.510787563446252e-05,9.23621149073739e-06,0.0005780475493891712,0.0006880055311831446,-2.2656813471189086e-05,3.003288601252413e-05,-2.0873650148356404e-05,-1.015473274357248e-06
2019-10-01 00:35:00,-5.508883075344695e-05,-7.324665815408582e-05,-2.7708890399047448e-05,-0.0007559755779710242,-0.0006399897820080769,0.00010572740464176444,2.0021422923104798e-05,5.712684908498744e-05,-1.827869526715986e-05
2019-10-01 00:36:00,-4.590967730903894e-05,-2.4416745004918194e-05,-0.00010160583410989688,-8.897588759310127e-05,3.200921865753603e-05,-1.5103230581237082e-05,8.008168335986096e-05,0.00011094859411509006,6.19431149155858e-05
2019-10-01 00:37:00,-4.5911785104074676e-05,-4.0695899893777865e-05,9.237320623078915e-06,-0.0011722547954371443,-0.0007364713749465346,9.816692160191653e-05,4.0038436904812186e-05,8.457630297886709e-05,-5.077160141198078e-06
2019-10-01 00:38:00,9.182525653600448e-06,0.0,0.0,-0.00013363525020820832,6.406252504637111e-05,0.0001510072184319755,2.0018617314679528e-05,3.075324584278505e-05,0.00011270688960740571
2019-10-01 00:39:00,5.5093383298551735e-05,0.00011394434644901308,0.0,8.909215104035972e-05,0.0004803381672986995,7.549762371161783e-06,2.001821657777363e-05,4.393243630218535e-06,1.9290897082857583e-05
2019-10-01 00:40:00,2.7545553460961436e-05,8.13838510033138e-06,4.618532323608093e-05,0.0001930057685023967,0.00014405647038551184,-0.00014345523277559113,-9.008513050911963e-05,-0.0001911239411618304,-0.00011676638359858771
2019-10-01 00:41:00,0.0001101746268948045,0.00011393043745339115,4.618319025073703e-05,0.0004897704855356122,1.6004993558416114e-05,7.550788491184068e-06,0.0,-0.00011864702852548703,4.873893094181625e-05
2019-10-01 00:42:00,-0.0001285382448954625,-0.00011393043745339115,-2.7709658203534104e-05,-0.0002374345211267892,1.600473740237529e-05,2.2652023392966125e-05,-6.00612625058527e-05,8.019814438986472e-05,2.741460477695412e-05
2019-10-01 00:43:00,0.0,-8.13868316555666e-05,-4.618447001814019e-05,-0.0005344338839515794,-0.0005282916292593254,4.530250750145459e-05,0.00015014639301497233,0.0002636198090399944,7.411720573369251e-05
2019-10-01 00:44:00,9.181851153131082e-06,2.4416745004918194e-05,-3.6949111839490456e-05,-0.00010395087587955487,8.006212825423242e-05,0.0001887383601220094,1.0008958017574711e-05,-0.00016475423647843712,6.294454587640885e-05
2019-10-01 00:45:00,-2.7545806382436866e-05,-5.697333242632441e-05,-3.6950477127817294e-05,-0.000965774514731621,-0.0006086329970855231,0.0,-1.0008958017574711e-05,-8.12887563816922e-05,-0.0001461998696958844
2019-10-01 00:46:00,8.263514293709029e-05,9.766658264243055e-05,-8.314356588989824e-05,0.00019322953499228968,0.00019223991600653134,1.5097530044305696e-05,-4.003683389245316e-05,1.0985353228409878e-05,5.178156506335796e-05
2019-10-01 00:47:00,-7.345312316808794e-05,-3.255446769648285e-05,3.69535493920381e-05,-0.00014863478973242694,0.0,4.529122256879958e-05,3.0027775694635114e-05,9.007534479144041e-05,6.193129182063828e-05
2019-10-01 00:48:00,-1.8364123848077507e-05,0.0,-7.390846440014087e-05,-0.00041629498073691984,-0.00025632810137155015,-3.77425430214684e-05,-4.003723463348141e-05,-3.844580103651296e-05,3.0456605430551065e-05
2019-10-01 00:49:00,-8.264273093029628e-05,-3.2555527524541494e-05,2.7716314286330146e-05,0.0002973712404451545,0.000288364494716975,0.0,0.0,4.064265930958655e-05,1.0151995679663628e-05
2019-10-01 00:50:00,-3.673229503775577e-05,-1.627816121937964e-05,9.238600721772627e-06,-0.00010406987558192471,3.203536704798893e-05,1.5097188148904817e-05,-1.0009559129117306e-05,9.226368969050824e-05,9.948410394322593e-05
2019-10-01 00:51:00,1.8366316176562925e-05,-8.139179977523225e-06,4.6191723375166305e-05,5.946982651455768e-05,0.00027225919243134555,-7.548565583714861e-06,1.0009559129117306e-05,0.00015045942318936412,-2.5377657613123716e-05
2019-10-01 00:52:00,-2.754960076209456e-05,-0.00010581536856021923,-9.238173983128206e-06,-0.0001486811980496161,-0.0004164264266723894,3.0193920456278445e-05,1.0009458938846296e-05,7.686833994524633e-05,6.801067262651728e-05
2019-10-01 00:53:00,0.0,0.0,9.238173983128206e-06,5.9475131977848594e-05,9.611379881163673e-05,2.264484207220585e-05,0.0,-0.00011420652285387689,1.2180527599880975e-05
2019-10-01 00:54:00,1.836648483910519e-05,-8.140107530724139e-06,-5.543032409693893e-05,0.00013380611513913454,0.0001121210908955339,7.5481667389243334e-06,-2.00190180679636e-05,0.00010212760358774275,-8.323656241904231e-05
2019-10-01 00:55:00,1.836614751733745e-05,0.0,-4.61942839278251e-05,5.946363800279908e-05,-4.805035678312475e-05,-7.5481667389243334e-06,1.0009559129117306e-05,-0.00024270738559106775,-5.786364383153497e-05
2019-10-01 00:56:00,9.182567819714105e-05,2.4420123811208505e-05,9.239027500385077e-06,-2.9731377010788762e-05,-0.00014416492492358435,3.7740263959806786e-05,2.001881768942703e-05,0.00012191016773366314,0.0
2019-10-01 00:57:00,-9.182188390882695e-06,4.069888119348497e-05,0.0,0.00011892020468284858,8.009419081117519e-05,-9.057902648829108e-05,-2.001881768942703e-05,-7.797686287691619e-05,1.015180501440227e-06
2019-10-01 00:58:00,0.0,1.6279088696891097e-05,-6.467498512474634e-05,0.00011890606434933337,0.0002882859816883965,-5.2841554610993935e-05,7.006410868821099e-05,-5.381856445207944e-05,-7.208037675754397e-05
2019-10-01 00:59:00,-7.346054253941359e-05,-8.139511222277074e-06,2.7718362955120313e-05,0.00032691879331214757,9.607686156315465e-05,0.0,-1.0008857839336827e-05,5.491687234426834e-05,3.654844598433016e-05
2019-10-01 01:00:00,6.427826983497475e-05,-0.00011396011408365547,-6.467737541449026e-05,-0.0005350136853335408,-0.00032029210913914197,-3.774567718073385e-05,-2.0018016215392754e-05,-1.5376420259727297e-05,5.075951462796269e-05
2019-10-01 01:01:00,-9.182736461915697e-05,3.256135781171121e-05,-4.620068655025733e-05,0.00011891666928437461,0.0,0.00011323275760272145,-1.0009158379955586e-05,6.589923347899429e-06,2.5378791148611413e-05
2019-10-01 01:02:00,1.836614751733745e-05,-3.256135781171121e-05,-1.8480872297388373e-05,-2.9727841612314787e-05,1.6017042133109616e-05,7.548394645284784e-06,0.0,5.271782346927267e-05,-6.090851135454045e-06
2019-10-01 01:03:00,9.182567819714105e-05,-4.884402475729965e-05,-0.00012013399575483419,-1.486425221697285e-05,-1.6017042133109616e-05,-1.509684626904706e-05,-7.0066913931346e-05,-4.5029634449633704e-05,-9.136346263538542e-06
2019-10-01 01:04:00,3.6727910461512026e-05,0.0,-5.545132761142213e-05,-0.0002527260982877477,-0.00019222451882922043,1.509684626904706e-05,1.0009859711854283e-05,3.404698374254167e-05,1.4212058119689175e-05
2019-10-01 01:05:00,-1.836378661343452e-05,0.0,0.0,-1.4868230309272867e-05,-1.6020377921144302e-05,0.0,3.002897796596589e-05,1.3179166374222007e-05,-3.0454240222965723e-06
2019-10-01 01:06:00,3.672723600420258e-05,0.0,3.696789338825113e-05,-0.00010408380242399318,0.00017621004282653008,-6.038875261310528e-05,0.0,-3.075165839527827e-05,-8.629086829703425e-05
2019-10-01 01:07:00,5.508832496155247e-05,-5.6987711022610243e-05,-2.7725791919230858e-05,-0.0001933272366917982,-4.8054205152581186e-05,3.0194832156826834e-05,-1.0009559129117306e-05,4.0635919192677505e-05,4.060913705306035e-06
2019-10-01 01:08:00,-1.8362437797667108e-05,0.0,-3.696891838611549e-05,-0.0001933646193396088,-0.00011213545975280459,2.264552581099366e-05,1.0009559129117306e-05,-1.0982463751751936e-06,6.091339638025772e-06
2019-10-01 01:09:00,1.8362437797667108e-05,0.00043139761284058387,-9.242443147705615e-06,8.924985502828386e-05,0.00014417185309822944,7.548394645284784e-06,0.0,0.0,-2.0304424230843665e-06
2019-10-01 01:10:00,0.0,-6.510469651291317e-05,2.7727073177885586e-05,1.4874201441694712e-05,-0.00019223375683941057,0.0,-1.0009559129117306e-05,5.600902735203306e-05,1.2182592699527817e-05
2019-10-01 01:11:00,0.0,6.510469651291317e-05,-1.848463003017997e-05,5.949459344628538e-05,9.612149764681721e-05,3.0193008811130184e-05,1.0009559129117306e-05,-5.4910780976857865e-05,1.015204721133145e-05
2019-10-01 01:12:00,3.672386408914985e-05,3.255075884267544e-05,9.242357725369743e-06,-0.0002379996143741514,-0.0002242978685085273,0.0,0.0,-2.745652122726483e-05,2.0303970744706135e-06
2019-10-01 01:13:00,1.8361426316226837e-05,4.0686958614671864e-05,8.31773758021015e-05,2.9753049689995592e-05,6.409023907844036e-05,6.0383282906528724e-05,0.0,0.00019986624402523745,6.091166488975119e-06
2019-10-01 01:14:00,9.180586731424856e-06,5.695896108395826e-05,7.392963750074699e-05,2.9752164471985587e-05,0.0001281681567970594,-1.5095478904436632e-05,0.0,2.1961104685885857e-06,-8.121563563445733e-06
2019-10-01 01:15:00,-9.180586731424856e-06,0.00010577232110944856,3.696276925513331e-05,1.4875750295906265e-05,1.6019864632565994e-05,1.5095478904436632e-05,-1.0009559129117306e-05,-1.53728745631021e-05,1.5227877574019999e-05
2019-10-01 01:16:00,2.7541507348419203e-05,0.0,-9.240564229351378e-06,1.4875529011360022e-05,0.00019221836064869935,-0.0001358675142864585,-8.008008012273273e-05,1.098070306237986e-06,-7.106314010574266e-06
2019-10-01 01:17:00,-1.8360920616994347e-05,8.13557116225716e-05,1.8481043071005843e-05,0.00013386980437801732,0.0002722461121654196,-1.5097530044305696e-05,6.006066128588414e-05,-7.68651746430038e-06,5.075943732002486e-06
2019-10-01 01:18:00,1.8360920616994347e-05,-8.949164682792166e-05,-5.544415389024948e-05,-0.00025288023280739536,-0.00020818153504970072,1.5097530044305696e-05,-7.007112221770698e-05,7.68651746430038e-06,-1.1167110220977605e-05
2019-10-01 01:19:00,-4.590293366464604e-05,-1.6272068994016564e-05,9.240905793461707e-06,-1.4877299472637606e-05,-6.406457711571889e-05,-2.2646380543167588e-05,0.0,2.525528425767476e-05,1.522784665608512e-05
2019-10-01 01:20:00,-0.00013772144482390725,-6.509092390735716e-05,-1.8481896982613932e-05,-2.9755262964503704e-05,-0.00038447367629929063,3.019506009049877e-05,-2.0021222496645515e-05,3.294071659531994e-05,5.075897354878123e-06
2019-10-01 01:21:00,0.0,-0.00010578178854317444,0.0,-0.00010415039326194808,4.8067294220965895e-05,5.283916137932554e-05,0.00011011176355120108,6.587817809711183e-05,7.410516744821294e-05
2019-10-01 01:22:00,9.182019769002348e-06,8.137457939622061e-06,1.8481896982613932e-05,4.463721107461627e-05,6.408613178326972e-05,-7.548280690439224e-06,-1.000965932128296e-05,4.391637444678409e-05,4.161830231419472e-05
2019-10-01 01:23:00,2.7545553460961436e-05,8.13739172192407e-06,2.7722205025781932e-05,-5.9516724217112404e-05,4.8061903741181133e-05,7.548280690439224e-06,0.0,5.4894112002656925e-06,2.1316020665462787e-05
2019-10-01 01:24:00,-3.6727573229963784e-05,-6.51009879305553e-05,0.0,-4.463986787339724e-05,-8.010445625372675e-05,0.0,1.000965932128296e-05,2.085948774688262e-05,-1.015042936369781e-05
2019-10-01 01:25:00,2.7545806382436866e-05,5.696359620863123e-05,6.468215652599696e-05,1.4880177371945358e-05,1.602140459683321e-05,0.0,0.0,-8.124466836356703e-05,-3.857257125217117e-05
2019-10-01 01:26:00,1.836344939076806e-05,-3.255022907514005e-05,2.7719643527213123e-05,-0.00011904761918818396,-0.0005769323386359271,0.0,-1.000965932128296e-05,-1.0979515518094729e-05,-2.131705928176686e-05
2019-10-01 01:27:00,3.672588716388536e-05,0.00012205789628033648,9.239710426989234e-06,0.0,4.8090409979772986e-05,7.547967335980177e-05,0.0,-1.2077606306171162e-05,0.00014210514586610046
2019-10-01 01:28:00,-3.672588716388536e-05,4.06826549555761e-05,-2.7719387403202234e-05,0.0,-3.206001635336353e-05,0.0,0.0,-1.0979714430980891e-06,2.537379404854434e-05
2019-10-01 01:29:00,0.0,0.0,4.619855214560431e-05,-1.488194894022632e-05,0.0001282338988069509,-6.0383282906528724e-05,-8.008088173327261e-05,2.1959416804939735e-06,-1.7254109903941384e-05
2019-10-01 01:30:00,-0.00014691703804942113,-0.00012205293043884846,-6.467857062641968e-05,-2.976456231434943e-05,-0.00016029494303776426,-1.5096390453273045e-05,-1.0010561142153977e-05,3.403647942334942e-05,3.450792210868414e-05
2019-10-01 01:31:00,-4.591600127525075e-05,-8.13739172192407e-06,3.6959695457028374e-05,-4.464850465452086e-05,6.412106058417688e-05,6.038419445536514e-05,8.008168335986096e-05,0.0001745559942185615,0.00010250180528847963
2019-10-01 01:32:00,1.8366653504339747e-05,-7.323950542206803e-05,8.315432060790329e-05,-1.4883277893507074e-05,3.2058988541860955e-05,7.547511589012235e-05,-1.0009859711854283e-05,-9.87971447630187e-06,5.0740738677390596e-06
2019-10-01 01:33:00,0.0,2.441376448159005e-05,0.0,7.441417444625786e-05,-3.2058988541860955e-05,7.547198291379953e-06,-6.00612625058527e-05,4.610449914865811e-05,3.044431962084815e-06
2019-10-01 01:34:00,0.0,-8.137855268153249e-06,7.390914721394637e-05,0.0,0.00011220196365224755,-8.30223141815023e-05,-8.008729519449077e-05,-3.512704464458949e-05,-5.074058419651806e-06
2019-10-01 01:35:00,6.428063089061742e-05,0.00023597091971355733,-8.314817471433145e-05,0.00017857142904598167,0.00014424117148831295,0.0,2.002242511670786e-05,-0.0001438142054688285,-8.930764256076529e-05
2019-10-01 01:36:00,7.345851892551214e-05,-8.136001399483561e-06,0.0,-0.00013392558221853035,-0.00011218577976879196,7.547767936377792e-06,3.003288601252413e-05,3.403423734837929e-05,8.423355839504154e-05
2019-10-01 01:37:00,-2.7546312238960202e-05,8.136001399483561e-06,-4.61964179381269e-05,-5.952823872568125e-05,0.0,-7.547767936377792e-06,1.001076156861326e-05,-3.183844514476064e-05,2.029636755551678e-06
2019-10-01 01:38:00,-7.346054253941359e-05,-1.6272068994016564e-05,-9.239539686234366e-06,0.0,4.808116100918358e-05,7.547767936377792e-06,2.0021222496645515e-05,2.744699573575815e-05,4.5665737968825226e-05
2019-10-01 01:39:00,-6.428240179615075e-05,-6.509092390735716e-05,-1.8479335483156945e-05,-0.00023814839734498383,-0.0001442504189771432,0.0,2.0020821655209516e-05,3.073974088829701e-05,7.61049294544236e-05
2019-10-01 01:40:00,-9.183917130785313e-05,-3.2547050833081625e-05,9.239710426989234e-06,-0.0002977652738364589,-0.0001442712301625293,0.00012830333945912376,2.0020420829823396e-05,0.00010538622414246746,5.377732434785898e-05
2019-10-01 01:41:00,0.0,-5.695988804854668e-05,4.619727159749232e-05,-0.00010423879628523869,-0.00011222534861760058,7.546742637309922e-06,6.005885769863996e-05,9.000860576158232e-05,1.2175596451946546e-05
2019-10-01 01:42:00,-1.8368846437077924e-05,8.137027548327236e-05,1.8478311083036658e-05,0.0002084667279763086,0.0002564965787801299,6.791812095818806e-05,-1.0009559129117306e-05,-9.110632168951582e-05,-8.827643314113232e-05
2019-10-01 01:43:00,0.00011939147099898628,4.881898734113155e-05,0.0,-2.9778300554617054e-05,-3.2058474660534575e-05,-5.282480654161814e-05,-3.0029278548702868e-05,-4.281186108734403e-05,-1.4206130960481289e-05
2019-10-01 01:44:00,2.75498537579133e-05,0.0,0.0,-0.0002084729365007254,-0.0005932672361800839,5.282480654161814e-05,2.001961922741991e-05,-1.7564370674350016e-05,0.0
2019-10-01 01:45:00,-4.5916844602603146e-05,-3.2545726748989257e-05,-9.23911286054846e-06,-1.4892587214931918e-05,-4.811817825522979e-05,1.5092289349427634e-05,1.000965932128296e-05,4.7203546641672034e-05,-1.7250573201454955e-05
2019-10-01 01:46:00,-2.7551118806729002e-05,2.4409394363433812e-05,0.0,2.9784952643996387e-05,8.01956774961754e-05,-2.2638519441620097e-05,0.00010009108296897605,8.452171417250298e-05,3.247142007944959e-05
2019-10-01 01:47:00,0.0,-8.136398585989468e-06,-5.5436469819980516e-05,5.956724399036606e-05,0.00019244339016327716,7.546230092192463e-06,0.0,-1.756236560712665e-05,-3.044150841624571e-06
2019-10-01 01:48:00,-9.183874952495286e-06,-4.881978178522539e-05,-9.239710426989234e-06,-0.0005511324421355601,-0.00017640502639693079,1.5092289349427634e-05,1.0008557316654675e-05,-2.8539501965685332e-05,-3.551577788840632e-05
2019-10-01 01:49:00,-2.7552130929434093e-05,-6.50967500676336e-05,-5.544005545399244e-05,0.00010429159940605892,8.018796062259081e-05,7.546059259289084e-06,1.0008457146437719e-05,4.390745625304504e-06,3.4501058881364344e-05
2019-10-01 01:50:00,0.0,-8.13739172192407e-06,1.848035999696407e-05,8.938414331238764e-05,4.8109690102660085e-05,-3.773086573910511e-05,0.0,5.3785069387579654e-05,3.247049751209374e-05
2019-10-01 01:51:00,2.7552130929434093e-05,0.0,6.467857062641968e-05,-4.4691072965397094e-05,4.8107375671679886e-05,0.0,-1.0008457146437719e-05,-4.500363597204071e-05,-3.551466070916831e-05
2019-10-01 01:52:00,-9.184338871820463e-05,-0.0001302072738879334,-3.69586709698666e-05,-7.448956032257703e-05,1.603527761123713e-05,1.5092517130388394e-05,3.0025070936460195e-05,3.841786453095963e-05,1.319130692856163e-05
2019-10-01 01:53:00,-1.8369690011926787e-05,4.069159434305636e-05,-4.620025965351715e-05,0.0,-1.603527761123713e-05,3.773029630038671e-05,-1.0008256811796699e-05,5.158738217714287e-05,3.4499518532182805e-05
2019-10-01 01:54:00,9.184887186750035e-06,0.0,-4.620239421626593e-05,-0.0005215823435957834,-0.00022452088940422277,0.0,6.004803844862573e-05,4.7194635624858705e-05,5.2761667443501636e-05
2019-10-01 01:55:00,-2.7554914650368412e-05,-6.510734575934651e-05,-9.240735008297918e-06,-0.0004920269372180042,-0.0003208315982475285,-7.5459453749981975e-06,-3.0023568503503286e-05,0.00010974635433624869,3.348192204821743e-05
2019-10-01 01:56:00,3.6739717475545164e-05,5.696915935426983e-05,-6.468753612054456e-05,2.982670683537858e-05,0.0001604286657380105,5.2820421896582204e-05,-4.003282692334822e-05,-2.1948307347585683e-05,-1.4204314865651213e-05
2019-10-01 01:57:00,5.51070454498509e-05,9.765386594995373e-05,-0.00012938762702674467,2.982581722965616e-05,8.020468239233747e-05,3.0181845622145875e-05,-8.007046204942532e-05,-4.71904921122146e-05,1.2175139380232736e-05
2019-10-01 01:58:00,-1.836867773136186e-05,9.764433060355238e-05,-8.318660145967272e-05,-2.982581722965616e-05,3.208007186195072e-05,0.0,5.004479009756719e-05,5.487380944302345e-06,3.3480868983915e-05
2019-10-01 01:59:00,2.75528900702815e-05,0.00014644862120394286,-9.243767396416303e-05,2.982581722965616e-05,4.811817825522979e-05,-7.545632214372988e-05,-6.005404866166598e-05,0.0,1.9276355470942974e-05
2019-10-01 02:00:00,3.673600588192938e-05,-8.135471877807054e-06,-4.622204145032782e-05,0.00013420517008283506,3.2077499240945606e-05,-3.0184123153531583e-05,3.0027475141872423e-05,-1.865721806648679e-05,-1.0145357611790473e-06
2019-10-01 02:01:00,1.836749687794681e-05,2.4406217078415393e-05,-4.622417802746526e-05,0.00022363526672253276,0.00017640785541800375,-7.5461731468551285e-06,-1.0009058197818044e-05,-1.317001056921896e-05,-1.318905856040331e-05
2019-10-01 02:02:00,0.0,-0.00010576457628788671,0.00010169037139640125,-0.00017890421218047514,-4.810814712391531e-05,-7.546486359549798e-05,1.0009058197818044e-05,0.00010425783520817689,-2.4349488205288594e-05
2019-10-01 02:03:00,9.183621928782193e-06,-5.695479011666449e-05,4.6219477821018984e-05,1.4909906887794477e-05,0.0,-6.792324675741757e-05,7.006060244987746e-05,0.00015362331593227196,0.00014811688681337642
2019-10-01 02:04:00,-2.7551118806729002e-05,-6.509516101152468e-05,0.00012016064568420859,-4.473038759622572e-05,-9.622323798630372e-05,4.5282677119729e-05,0.0,5.595691538395897e-05,1.825946702682657e-05
2019-10-01 02:05:00,-0.00014695212142643022,-0.00011392672896118339,-3.6970968551486294e-05,5.964007218223211e-05,-3.207647030778471e-05,7.546913501133012e-06,2.001641345950251e-05,5.3759577309353546e-05,0.00020488893468595393
2019-10-01 02:06:00,-4.592696694534493e-05,-1.627630658079804e-05,0.0,4.4727720011905614e-05,4.811431963264168e-05,2.2640398773865478e-05,1.0008056485619936e-05,0.00022378432549974292,9.330184064904046e-05
