,EURUSD,GBPUSD,USDJPY,AUDUSD,NZDUSD,USDCAD,USDCHF,USDNOK,USDSEK
2000-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-04,0.0051609248394280695,-0.00012224191690546338,0.0172965664487581,-0.0053292855480837065,-0.010723963362975764,0.0041385077690858085,-0.006209410854727648,0.007388589560302972,0.0005131969296949812
2000-01-05,0.002425184289970659,0.0040261141433994285,0.008873515014171218,0.004417708456700309,0.0015390537859031328,-0.001929172432408699,-0.005602255548669943,-0.000490877863084549,-0.0016598901596576177
2000-01-06,0.0006779989605450523,0.0029179352010564874,0.010412283017967816,-0.0070165022452476355,-0.01082345316690747,0.00680438379131415,0.0029660219048889824,-0.00012590494193531754,0.0005735109781426218
2000-01-07,-0.0032003130645884698,-0.004928966074737751,0.0010447833025226672,0.002446110377303301,0.005619625291880315,-0.00281236252177669,0.007312881393468085,0.0041214372774751595,0.0053369675062020505
2000-01-10,-0.0037954403014385588,-0.0011597034900628356,-0.0017102141935625426,0.001830664126823922,-0.003290431692279605,0.0,0.00306318044239251,0.004678810061643279,0.003771083377110962
2000-01-11,0.007770046861931813,0.006149369434314544,0.007484284852627532,0.0025877174041247786,0.00425614881223868,0.0008925813356513435,-0.00709789724180393,-0.00668714532522241,-0.006138229931043515
2000-01-12,-0.0026156469259985063,-0.0005464315123367425,-0.0015112877156253646,0.0013672618916905077,0.0025065085907901574,-0.002129779926344222,0.002627617110900371,-0.0003770123076338727,0.00017862352757491706
2000-01-13,-0.004959411147170845,0.00036432084925414054,0.003585586026798815,0.013870266084943184,0.007864239245772175,-0.002272180548608227,0.005743841179252085,-0.0016857258272255926,0.0021647604619006167
2000-01-14,-0.013346616175190514,-0.009699633771322769,-0.0028296566701930814,-0.0032993431249324634,-0.0040202983219852495,-0.00055161002570836,0.014593265708391034,0.0067259200500573435,0.0069147889098717386
2000-01-17,0.0,0.0012252651168366269,-0.009204410953037367,-0.0022558096640116765,-0.0034588812347782216,-0.0002759191574378539,0.0008149704240683064,0.0037323956223476173,-0.0010979606191408031
2000-01-18,0.0014808236083763918,0.0028124254292403728,0.007313515050688224,0.0018050546417301416,-0.0052108580708898344,0.0006896551997484512,-0.002761045930746109,-0.005973524386050144,-0.0007799298458528447
2000-01-19,-0.00039467193408204704,0.004325450711138379,-0.0033176958248306576,-0.0024074642985021932,-0.004071745809683169,0.0010335918232827201,0.0009421223571580706,0.0011399724384109078,0.0019486852545265165
2000-01-20,0.0034481094209722705,0.005274817456678349,0.001423217660414089,0.003008425855050345,0.00019426906326269755,-0.0036568157491969067,-0.00528735416961712,-0.003373572724550744,-0.002776548822593483
2000-01-21,-0.006908149450428868,-0.003028103089017742,-0.0065636383084495264,-0.004365175893578543,-0.00643089033029054,-0.0036008625570875807,0.0073569043109330545,0.004574774070184695,0.003826083409113945
2000-01-24,-0.002578087694677849,0.0026652144918336007,0.007511326021529818,-0.013058187371652874,-0.010218206415817721,0.0015942886266037126,0.002252816972813043,0.0007000350303378866,0.004855948072646665
2000-01-25,-0.006274608505164459,-0.00479035570269748,0.004442141419221279,0.0016797743890211159,0.003745691910200244,-0.005208164267283433,0.0069764827622528225,0.005073084327508859,0.0036177837530684265
2000-01-26,0.0009986020402442716,-0.002982805437829028,-0.0035899896846549595,-0.004741157462663903,-0.0005904930788642737,0.0022254686144533853,-0.0006830389287256766,0.002235442616932648,-0.005308222613090496
2000-01-27,-0.01376836985356771,-0.0004268422882575118,-0.005123836999868736,0.002755666165116799,-0.006914973716434902,-0.003270364394102998,0.014063020883870014,0.00965415759738919,0.011889607720525941
2000-01-28,-0.013755375068485285,-0.011964433913810024,0.01894049553816579,-0.02963524607447543,-0.024890887598456368,0.008052243979784601,0.011085507601704125,0.01882818059352509,0.029052220301795106
2000-01-31,-0.004112270624983701,-0.002410160917025117,0.0017719752829563618,0.0031446566794717246,0.009910082115966778,0.0010365201494638154,0.004050179331340997,0.004259062948837489,-0.0012413249915343982
2000-02-01,0.0004119888821276993,-0.0007427581425904495,0.004926347277742771,-0.007247550236846478,-0.006460753343457637,0.00048334197384963806,-0.00036203463860096097,-0.006165871313121407,-0.008926352136667148
2000-02-02,0.005545300716425342,-0.0038463971983145884,0.0028702394594883884,0.010225842272980734,0.006058176848487529,-0.008387973341881294,-0.004172846307803568,-0.004952933136950666,-0.0049911872857459905
2000-02-03,0.013123948476874503,-0.007236463269376048,-0.0055627808939897605,-0.006437958956043599,-0.004236867025989022,0.0037520888932568996,-0.01625157957585871,-0.006503810712113811,-0.02000737482875925
2000-02-04,-0.0062861405417831365,-0.003386644817317208,-0.0034458706972362307,0.005028294692535851,0.0038341283979115293,-0.0007631734508548593,0.006997327838466183,0.003037939955020885,0.006903202525073038
2000-02-07,-0.0017305445353092315,0.0038873959544708514,0.013252591903270883,-0.006762627015318545,-0.005047966297304751,0.005399057899479254,0.0018332931069671154,0.004060549011215109,-0.0003596976258126716
2000-02-08,0.004067112876259141,0.008288459253303404,0.007794986509766844,-0.003161058424816565,-0.005073577600701262,-0.00304203774414441,-0.0037925173913092025,-0.006414452636779977,-0.0026495007016200667
2000-02-09,0.008789267067797264,0.0034694291662455967,-0.006231120683474423,0.007098381410388932,0.004871127959357957,-0.00013849456430969909,-0.007999058157109884,-0.006836921358199355,-0.00847190366964945
2000-02-10,-0.008890743550709436,-0.00446290953358508,0.004402465149662582,-0.015364204978920826,-0.009561663733561931,0.0029734143540390834,0.007079348720442136,0.0052238009653833295,0.007330922535051965
