,EURUSD,GBPUSD,USDJPY,AUDUSD,NZDUSD,USDCAD,USDCHF,USDNOK,USDSEK
2000-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-04,0.01628137992794082,0.01053581724507352,0.0005915409814605255,-0.0027476738398055645,-0.003460876363486687,0.0028410094291692056,-0.0061657228085361115,-0.001511408882423737,-0.0019530671149516898
2000-01-05,0.006633523495633804,0.002203992565981805,0.013217992416083568,-0.000917571558490482,-0.003666188380410884,0.002211778618000926,-0.006009516971058282,0.004514737609110142,-0.0022092822818144953
2000-01-06,-0.0004862630779013874,0.003662560558645722,0.01131594840094241,-0.0019909647437427735,-0.007567708572429388,0.0006901787836949835,0.00012961762817886857,-0.0034095335102555246,-0.002165987634291433
2000-01-07,-0.0024348685026750645,-0.003112320579000183,0.009571282868583886,0.0003065603947981499,-0.0001947988707825532,0.003375007508483352,0.00581547257997983,0.005507772265756827,0.0061008752047557735
2000-01-10,-0.004103972928382018,-0.001590408947906019,-0.006115058229906545,0.002449105770318649,0.0021407033571521072,-0.0007566638366174883,0.006358198742492438,0.005829158438416027,0.006789556602079472
2000-01-11,0.0033235612216188128,0.0009178522902289488,0.007067167223092419,-0.0013768838708570486,0.0023300981416226607,0.000825423076167564,-0.0024999211763223617,-0.0010550379033853474,-0.002989360824123377
2000-01-12,0.001365321062491303,0.00634071140347614,0.004462809476990515,0.00625717417322047,0.002711603443396937,-0.00178927857247424,-0.0032785860746219475,-0.0017105201131957237,-0.0015995801529351539
2000-01-13,-0.002537081766819181,-0.002555834166798887,-0.0010427035401328055,0.0015202192043005103,0.0034755779338597748,-0.0021375633031343044,0.005522392510140972,-0.0018900024526096182,0.003041782084684197
2000-01-14,-0.011991494193219475,-0.0060504386257740905,9.483617058680949e-05,0.010426992844941585,0.0028871158539689468,-0.002280502698725262,0.005173581622333334,7.566872236974831e-05,0.0006905666492627027
2000-01-17,-0.004360327986555704,-0.0008585797166697495,-0.0075199059807218305,-0.002860370787262312,-0.006169288894082081,0.0023495277203228193,0.013352516052374253,0.004266008697067392,0.006430279960287333
2000-01-18,0.00029789980856838923,0.001042465217816313,0.0018137564038669396,-0.0013577734604603986,-0.0025171859549313336,-0.001174073825256472,0.00025141420622681876,0.001731406635480326,-0.00035484062114621295
2000-01-19,0.0018846407403456935,0.0030597906498778804,0.0029522425137518127,0.0003018867947455206,-0.0042743410714931596,0.0009669844654581206,-0.0019501154231615914,-0.002120758495158359,-0.0028432669314453207
2000-01-20,-0.0011898861096509492,0.003659433212810481,9.508867025598278e-05,-0.001510346156313902,-0.001753873586096244,-0.003250011504344563,-0.0035324580982695197,-0.0026919271070444672,0.0004744395771592025
2000-01-21,-0.003179968892563728,0.0035247681585705015,-0.006869600529362252,0.0006044122275267738,-0.005672386847639932,-0.004303470235711315,-0.0010748270247279423,-0.0013234600954912246,-0.0013646209362008221
2000-01-24,-0.0046889894861314695,-0.0011532976482433455,0.002104055864218246,-0.013535299028396841,-0.0074818226545495525,0.00027820281164264715,0.011697510904186303,0.008865172703750979,0.008383686231298704
2000-01-25,-0.0013008457330480696,-0.0018845563193315429,0.007993191287208212,0.00045924225835830557,0.0005927096883978633,-0.0017400387198732714,-0.002128059888035494,-0.0025159450250922255,-0.0033025129091228678
2000-01-26,0.0008007206913658268,-0.0046964192326075516,0.0003790391403288851,-0.005217136277286927,-0.000395100755831046,0.0006267627908090323,0.004812960505008956,0.004514172263903049,0.0026546652131207438
2000-01-27,-0.013091828477784728,-0.0006727211824505419,-0.008372230427537097,0.0026119704486518014,-0.003364674129267886,-0.0030679148313368376,0.00230450726385506,0.0034873184262957935,0.002600628675820005
2000-01-28,-0.01326550065041567,-0.01138228672743169,-0.0011471179921498376,-0.025959334445642968,-0.037572587522692324,0.00041890665975991004,0.0142074166898421,0.01013114719945829,0.010637776392041776
2000-01-31,-0.006906175982926473,-0.0026642724641866566,0.019511890087740902,-0.0018915516358712359,0.010850756477126744,0.008133799926770213,0.004650601944554411,0.012876737813679373,0.017062899555059463
2000-02-01,0.0,-0.0011173879119024122,0.004679027814154857,-0.00633113858989609,-0.001834301951186612,6.92352961816356e-05,0.004629073925732696,0.0023664915990146973,0.0007084823918526162
2000-02-02,0.002685674581947718,-0.004294924282880752,0.0057717531295624624,0.0068043620390615955,-0.005113008378005324,-0.005762904336729602,-0.0008511156207142712,-0.00527461997562817,-0.0068199405830497994
2000-02-03,0.0024726985605269605,-0.00556721170180513,-0.005118432839396725,-0.00521781561710255,0.005724816289410795,-0.000278570932924771,-0.016681363140926275,-0.00955023542921607,-0.01638477990205045
2000-02-04,0.0032874490260445394,-0.006734456015128287,-0.0005599626837868854,-0.00253968390476067,-0.0034718711480321574,0.002921131580576497,0.0011125534246037017,0.0031199740335012827,-0.0015678569207953075
2000-02-07,0.0005126890653187818,0.0033414273122137073,0.0006532593205106352,0.002856691357090435,0.008150004361924479,-0.0018768904748610593,0.009407060056028038,0.006405889876271331,0.0070128232983566186
2000-02-08,0.0030706267729650218,0.005398293192380388,0.013068446796406619,0.00047532283236673134,-0.0032520353863773055,0.004581750465696921,-0.007740547310365775,-0.007792707965172063,-0.00626368944929423
2000-02-09,0.00662085433595791,0.005805078566000876,-0.00027628125607392917,-0.0011094382626193333,-0.004079973019915473,-0.0018024268311224168,-0.0037690427391768866,-0.002730158864336474,-0.0030233807526554024
