,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.2287679245496101,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.20589113209464907,0.2287679245496101,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.18530201888518416,0.20589113209464907,0.2287679245496101,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.16677181699666577,0.18530201888518416,0.20589113209464907,0.2287679245496101,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.15009463529699918,0.16677181699666577,0.18530201888518416,0.20589113209464907,0.2287679245496101,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.13508517176729928,0.15009463529699918,0.16677181699666577,0.18530201888518416,0.20589113209464907,0.2287679245496101,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.12157665459056935,0.13508517176729928,0.15009463529699918,0.16677181699666577,0.18530201888518416,0.20589113209464907,0.2287679245496101,0.2541865828329001,0.2824295364810001,0.31381059609000006,0.3486784401000001,0.3874204890000001,0.4304672100000001,0.4782969000000001,0.531441,0.5904900000000001,0.6561,0.7290000000000001,0.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
